Search Term,Title,Abstract
brain injury,Guidelines for the management of severe head injury. Part 1. Neurotrauma system and neuroimaging.,"Traumatic brain injury is one of the main causes of mortality and disability in young and middle-aged individuals. The patients with severe traumatic brain injury who are in coma are the most difficult to deal with. Appropriate diagnosis of the primary brain injuries and early prevention and treatment of secondary damage mechanisms largely determine the possibility of reducing mortality and severe disabling consequences. The authors compiled these guidelines based on their experience in development of international and Russian recommendations on the diagnosis and treatment of mild traumatic brain injury, penetrating gunshot injury of the skull and brain, severe traumatic brain injury, and severe consequences of brain injuries, including a vegetative state. In addition, we used the materials of international and Russian recommendations on the diagnosis, intensive care, and surgical treatment of severe traumatic brain injury published in recent years. The proposed recommendations are related to organization of medical care and diagnosis of severe traumatic brain injury in adults and are primarily addressed to neurosurgeons, neurologists, neuroradiologists, anesthesiologists, and emergency room doctors, who are routinely involved in management of these patients."
brain injury,"Incidence, severity, and external causes of pediatric brain injury.","The number of fatal brain injuries and hospital admissions for brain injuries in children up to 15 years old in San Diego County, California, were ascertained from emergency room and hospital records, coroners' reports, death certificates, and nursing home and extended-care records for 1981. The annual brain-injury rate per 100 000 children was 185 (235 for boys and 132 for girls). The major causes of pediatric brain injury were falls (35%), recreational activities (29%), and motor vehicle crashes (24%). The case-fatality ratio was six deaths per 100 injured children. Of those children admitted to a hospital alive, 88% had a mild brain injury and 44% had no evidence of loss of consciousness. Two thirds of children with mild brain injuries and one third of those with serious brain injuries were transported to a hospital in private nonemergency vehicles."
brain injury,Incidence of fever in the rehabilitation phase following brain injury.,"There appears to be a high incidence of fever after brain injury. The most common cause for fever is infection. The incidence of fever occurring as a result of hypothalamic thermoregulatory dysfunction after brain injury is less clear. This study retrospectively reviewed the charts of 286 subjects with brain injuries. Subject subpopulations were divided into traumatic brain injuries, anoxic brain injuries, and brain injuries resulting from aneurysmal subarachnoid hemorrhage. Fever events were described as any core temperature greater than 99.9 degrees F. Most subjects suffered a severe brain injury and had an average acute hospital length of stay ranging from 35.4 to 60 days. The average rehabilitation length of stay ranged from 38.4 to 45.1 days. Twenty-four percent of subjects experienced fevers, with each of the populations having similar occurrence rates. Unexplained fever events were found in the traumatic brain injury (7%) and aneurysmal subarachnoid hemorrhage (8%) subpopulations only. No unexplained fever event was associated with a temperature greater than 100.8 degrees F."
brain injury,The Italian version of the Brain Injury Rehabilitation Trust (BIRT) personality questionnaires: five new measures of personality change after acquired brain injury.,"The aim of this study was to describe the translation and adaptation of the BIRT personality questionnaires for the Italian population. This included the replication of validity testing and the collection of normative data. Following translation and adaptation according to cross-cultural guidelines, the questionnaires were administered as a pre-test to a sample of 20 healthy subjects and then to 10 patients. The questionnaires were then administered to 120 healthy subjects equally distributed by sex, education, and age, to collect normative data from an Italian population. The questionnaires were easily administered to both healthy subjects and patients. Statistical analysis on normative data was conducted to find the mean value for each questionnaire. This study lays the foundations for using a new instrument to assess behavioral changes after acquired brain injury on the Italian population."
brain injury,Updated clinical practice guidelines for concussion/mild traumatic brain injury and persistent symptoms.,"Objective:
        
      
      To introduce a set of revised guidelines for the management of mild traumatic brain injury (mTBI) and persistent symptoms following concussive injuries.
    


          Quality of evidence:
        
      
      The Guidelines for Mild Traumatic Brain Injury and Persistent Symptoms were made available in March 2011 based on literature and information up to 2008. A search for new clinical practice guidelines addressing mTBI and a systematic review of the literature evaluating treatment of persistent symptoms was conducted. Healthcare professionals representing a range of disciplines from Canada and abroad attended a consensus conference to revise the original guidelines in light of new evidence.
    


          Main message:
        
      
      A modified Delphi process was used to create 96 recommendations addressing the diagnosis and management of mTBI and persistent symptoms, including post-traumatic headache, sleep disturbances, mental health disorders, cognitive difficulties, vestibular and vision dysfunction, fatigue and return to activity/work/school. Numerous resources, tools and treatment algorithms were also included to aid implementation of the recommendations.
    


          Conclusion:
        
      
      The revised clinical practice guideline reflects the most current evidence and is recommended for use by clinicians who provide care to people who experience PPCS following mTBI."
brain injury,Long-term outcome in severe traumatic brain injury is significantly influenced by brainstem involvement.,"Primary objective:
        
      
      To study the 1-year-outcome of 32 survivors of severe traumatic brain injury with respect to the impact of brainstem injury.
    


          Research design:
        
      
      Retrospective clinical study performed in a university hospital.
    


          Methods and procedures:
        
      
      Thirty-two 1-year-survivors (15 with brainstem injury present) of severe traumatic brain injury were investigated for neurological function, activities of daily living, need for care and professional ability.
    


          Main outcomes and results:
        
      
      Visual impairment, spasticity, co-ordination deficits and organic psychosis were more frequent in the group harbouring brainstem lesions. Professional ability was worse among these patients.
    


          Conclusion:
        
      
      Brainstem involvement in survivors of severe traumatic brain injury conveys a negative impact on long-term outcome."
brain injury,Hypersexuality or altered sexual preference following brain injury.,Eight patients are described in whom either hypersexuality (four cases) or change in sexual preference (four cases) occurred following brain injury. In this series disinhibition of sexual activity and hypersexuality followed medial basal-frontal or diencephalic injury. This contrasted with the patients demonstrating altered sexual preference whose injuries involved limbic system structures. In some patients altered sexual behaviour may be the presenting or dominant feature of brain injury.
brain injury,Acquired brain injury: acute management.,"Acquired brain injury is a non-degenerative brain injury that may affect anyone at any time. Patients with acquired brain injury are often critically ill and this injury can have a devastating and long-lasting effect on the patient's quality of life. Although hospital treatment cannot change the initial injury, good nursing care will help to limit and prevent secondary damage thus reducing the probability of long-term disability."
brain injury,Intensive care unit nurse characteristics impacting judgments about secondary brain injury.,"Although intensive care unit nurses have an integral role in preventing secondary brain injury when caring for critically ill traumatic brain injury patients, nursing practice varies and little research has examined if individual nurse characteristics affect judgments about secondary brain injury. The purpose of this study was to investigate how intensive care unit nurse characteristics influence judgments when managing secondary brain injury. A factorial survey research design was used to administer surveys to intensive care nurses from 2 level I trauma centers. Nursing shift and number of years in the intensive care unit were significant predictors of judgments. Understanding the role of nurse characteristics is important in future educational and research efforts aimed at evidence-based management of secondary brain injury."
brain injury,Comorbid Conditions Differentiate Rehabilitation Profiles in Traumatic Versus Nontraumatic Brain Injury: A Retrospective Analysis Using a Medical Database.,"Purpose:
        
      
      We examined the relationship between comorbid medical conditions and changes in cognition over the course of rehabilitation following acquired brain injury. In particular, we compared outcomes between traumatic brain injury (TBI) and non-TBI using a retrospective inpatient rehabilitation dataset. We hypothesized that differences by diagnosis would be minimized among subgroups of patients with common comorbid medical conditions.
    


          Materials and methods:
        
      
      We used the Functional Independence Measure (FIM)-cognition subscale to index changes in cognition over rehabilitation. A decision tree classifier determined the top 10 comorbid conditions that maximally differentiated TBI and non-TBI. Ten subsets of patients were identified by matching on these conditions, in rank order. Data from these subsets were submitted to repeated-measures logistic regression to establish the minimum degree of commonality in comorbid conditions that would produce similar cognitive rehabilitation, regardless of etiology.
    


          Results:
        
      
      The TBI group demonstrated a greater increase in ordinal scores over time relative to non-TBI, across all subscales of the FIM-cognition. When both groups were matched on the top 3 symptoms, there were no significant group differences in rehabilitation trajectory in problem-solving and memory domains (Cohen's d range: 0.2-0.4).
    


          Conclusion:
        
      
      Comorbid medical conditions explain differences in cognitive rehabilitation trajectories following acquired brain injury beyond etiology."
brain injury,Severe traumatic brain injury after the assault with an axe handle.,"Traumatic brain injuries represent a major cause of death and disability. We present a case of a 47-year-old patient who sustained a severe brain injury after being assaulted with a handle of an axe. The patient underwent numerous surgeries by various specialists during several months. Following a few failed attempts to cover the skull defects, the vacuum-assisted closure system had been utilized with great success in healing of her complex head wound. Traumatic brain injury requires great effort and collaboration in order to rehabilitate people to the most independent level of functioning possible."
brain injury,[Problems of forensic diagnosis of diffuse axonal brain injury in the acute post-traumatic period].,"The article refers to actual problems of forensic diagnostics of diffuse axonal brain injury in the acute post-traumatic period, that is of particular importance in the case of head trauma in conditions of non-evidence. To solve the existing problems, it is necessary to conduct a comprehensive study aimed at improving the diffuse axonal brain injury examination by developing a unified methodological approach to running the forensic medical diagnostics of this form of traumatic brain injury and determining the duration of the acute (up to three days) post-traumatic period."
brain injury,[Forensic criteria for determining the time of diffuse axonal damage in the event of traumatic brain injury].,Establishing the diagnostic criteria for diagnosing of brain diffuse axonal injury duration as a separate form of traumatic brain injury. The dynamics of structural and functional changes in the neuron-gliovascular module and neuroinflammatory response revealed at the light-optical level and their diagnostically significant morphological signs established as a result of a comprehensive study that can be considered as evidence-based criteria for the diffuse axonal brain damage duration.
brain injury,Critical care of neurotrauma.,"Traumatic brain injury often affects people in their most productive years, inflicting a significant burden on families and society. The advances in modern critical care have improved survival of patients; thus more patients live after traumatic brain injury, which raises an important issue about their neurologic outcome. At the present time, there are limited data regarding methods to optimize neurologic recovery. In this review, we try to bring information from different sources to show new approaches to achieve that goal. Some of the techniques employed are investigational and some are waiting to find broader application in intensive care units across the country."
brain injury,Traumatic brain injury in children.,"Traumatic Brain Injury (TBI) is a major cause of morbidity and is the leading cause of death and acquired disability in children. It has been referred to as the ""silent epidemic"" and is a major public health concern with significant long term sequellae. More aggressive management has improved mortality in children. Outcomes depend on injury severity. Multi-disciplinary intervention can help to hasten recovery, improve outcomes, and decrease complications."
brain injury,Outcomes from mild and moderate traumatic brain injuries among children and adolescents: A systematic review of studies from 2008-2013.,"Aim:
        
      
      To systematically review existing empirical evidence concerning neuropsychological, psychosocial and academic outcomes following mild and moderate TBI during childhood and adolescence.
    


          Method:
        
      
      The studies reviewed include data on 8553 children and adolescents from ages 0-18 that experienced mild and moderate TBIs. A literature search using MeSH terms for 'children' cross-referenced with terms associated with 'head injuries' and 'cognition' was conducted using Pubmed, CINAHL Plus and Scopus databases as well as other data sources to retrieve grey literature results. Articles published between 1 January 2008 and 22 April 2013 were included.
    


          Results:
        
      
      Fifty-five studies were included in the review, with multiple studies including information on both mild and moderate TBI; 46 studies focused on mild TBI outcomes and 22 studies focused on moderate TBI outcomes. The majority of outcomes were described as psychosocial (50%) or neuropsychological (40%); 51% of studies presented adverse outcomes.
    


          Conclusions:
        
      
      The results suggest that not all children with mild or moderate TBI recover without long-term problems. Few studies followed children and adolescents with mild TBIs for extended periods of time, although it is clinically important to monitor patients over time."
brain injury,[Neurointensive care of severe traumatic brain injury].,"We present a Danish algorithm for the neurointensive care of patients with severe traumatic brain injury. The primary goal is to avoid cerebral ischaemia and hypoxia and secondarily brain injury. Patient evaluation by a neurosurgeon is mandatory, and decision-making concerning extended cerebral monitoring should take place immediately. Treatment aiming at diminishing increased intracranial pressure should be initiated early. Early critical care management of patients with severe traumatic brain injury should be performed in a teamwork comprising various specialties."
brain injury,"""Shared Destiny"": The Dynamics of Relationships in Families of Patients With Brain Injury.","This qualitative research focused on the relationships between family members of patients with acquired brain injury (ABI). The aim was to explore the dynamics between caregivers of the family member with a brain injury during rehabilitation hospitalization, and the relationships between them and the rest of the extended family. Twenty semistructured interviews were conducted with family members. In each family, the spouse of the patient and another family member involved in caregiving were interviewed. The importance of the relationships between family members during rehabilitation hospitalization justifies the examination undertaken in this research. Findings point at the change that took place in the relationships between family members because of the need to cope with a relative's injury. It is possible that direct intervention in the dynamics of the relationship, especially between the family of origin and the nuclear family of the injured person, can benefit extended families in coping with the crisis."
brain injury,Adults with acquired traumatic brain injury: experiences of a changeover process and consequences in everyday life.,"The purpose of this study is to illuminate the changeover process, support, and consequences experienced by adults who acquired traumatic brain injury (TBI). Fifteen persons were in-depth interviewed using a semi-structured interview guide. Data were analyzed by latent-content analysis and structured into six themes. Consequences were negative as well as positive. Significant others were important as a driving force for training and life-situation. The informants were initially satisfied with social supports but in the longer term became more critical regarding accessibility to such supports. The majority had difficulties in returning to working life after injury. The outcomes seemed to be a prolonged process, probably never-ending, which gradually became integrated as a part of life."
brain injury,Acute care management of severe traumatic brain injuries.,"Preservation or restoration of optimal neurologic function following traumatic brain injury (TBI) requires timely and aggressive therapeutic interventions. Effective diagnostic tools, together with an armamentarium of treatment modalities, have augmented the treatment strategies utilized today. In addition, the Guidelinesfor the Management of Severe Head Injury have established a standardized approach for the TBI patient. This article will provide current information regarding the resuscitation priorities, appropriate interventions, and pharmacological agents used in the treatment required by the complex nature of TBI. Also, a review of the occurrences associated with TBI will be discussed."
brain injury,[Care continuity for pediatric patients with higher cortical dysfunction after traumatic brain injury].,"Higher cortical dysfunction after traumatic brain injury(TBI) is one of the most important aspects for rehabilitation. Main etiology is traffic accidents and classification after TBI is diffuse axonal injury, cerebral contusion, etc. Though Wechsler Intelligence Scale for Children-III, Kaufman assessment battery for children, Trail Making Test, etc. are used for assessing higher cortical dysfunction in children, the most important evaluation method is to get information precisely from his/her families and teachers. Memory disturbance, attention deficit and dyscontrol of feeling are the top 3 symptoms of higher cortical dysfunction in children with TBI. Support for re-entrance to schools should be begun as fast as possible with cooperation among hospitals, schools and homes. As many problems are observed in the aspects of study, behavior, communication, etc, a lot of support from the professional staffs is necessary. After the school age, support should be continued by stuffs for adult cases."
brain injury,Return to work after brain injury: a self-directed approach.,"For many, returning to work after a brain injury is an extremely difficult task. Many factors influence a person's decision whether or not to work. While some people with brain injury are excited to return to their old jobs, others are afraid of the physical, emotional, and financial consequences of returning to work, and some just do not want to work at all. The following manuscript provides a framework for persons with brain injury to address concerns regarding returning to work and alternatives to living productively. There are a number of ideas discussed within the framework of a self-guided therapeutic return to work program. Clinicians are encouraged to use the information provided to facilitate return to work discussions with their clients with brain injury and to adapt as necessary for use with persons with other neurological disabilities."
brain injury,Cognitive behavioural therapy for aggression among individuals with moderate to severe acquired brain injury: a systematic review and meta-analysis.,"Background:
        
      
      Aggression is common after an acquired brain injury (ABI). Cognitive behavioural therapy (CBT) is a form of psychotherapy, in which therapists help patients to identify their maladaptive behaviours.
    


          Objective:
        
      
      The objective of this systematic review and meta-analysis was to evaluate the effectiveness of CBT interventions in treating aggression in an ABI population.
    


          Methods:
        
      
      A systematic literature search was conducted using: PubMed/MEDLINE, CINAHL, EMBASE and PsycINFO from database inception to August 2016. English articles were included if: at least 50% of the study sample had a moderate to severe ABI, there were at least three adult human participants, and use of a CBT intervention for the treatment of aggression.
    


          Results:
        
      
      Seven articles met inclusion criteria: one RCT, an RCT crossover and five pre-post trials. Of these, four articles were included in a pre-post meta-analysis for treatment efficacy on subscales of the State Trait Anger Expression Inventory (STAXI) and STAXI-2 outcome measures. The meta-analysis found CBT was effective in moderating the external behaviours of aggression, but not internal anger.
    


          Conclusion:
        
      
      The differences in outcomes may be related to the differential management of anger expression and anger suppression. CBT shows promise, but further studies with comparator groups are needed before conclusions about its efficacy can be made."
brain injury,Early rehabilitation after severe brain injury: a French perspective.,"Severely brain-injured patients often suffer from disabilities and psycho-social handicaps. Early rehabilitation aims at improving their motor and functional recovery while preventing or treating complications as soon as possible. In this review we look at some issues encountered in early rehabilitation. We illustrate our discussion with data from 876 French traumatic brain injury patients admitted over the course of 1 year at 18 rehabilitation units that were asked for details of their current practice. Preservation of vital functions follows standardized protocols, but rehabilitation is more controversial. Few controlled trials are available. Good agreement exists among clinicians about prevention of orthopedic complications and treatment for spasticity. However, little consensus exists concerning treatment of non-pyramidal hypertonia and spasms or about procedures that can be undertaken to improve arousal from a coma or vegetative state. Finally, we look at other specific issues of early rehabilitation, namely prediction of outcome, psychological difficulties of patients and their families, efficiency and cost-effectiveness."
brain injury,Beyond the basics: brain injuries.,"Increased intracranial pressure can be a catastrophic event that may lead to death or permanent disability. Without prompt recognition and reversal of hypoxia, hypotension, hypercarbia, acidosis and increased intracranial pressure, the cerebral blood flow and resultant cerebral perfusion can be inadequate, leading to an exacerbation of secondary brain injury."
brain injury,[Craniocerebral trauma].,"In cases of craniocerebral trauma there may be primary and secondary cerebral lesions. The principal goal of treatment is to minimize secondary cerebral trauma by optimized therapy. In the primary treatment phase monitoring of vital signs (blood pressure and respiration) is of crucial importance. CT diagnosis is followed by treatment of any increase in intracranial pressure by relief of hematomas, CSF drainage and appropriate intensive care measures."
brain injury,Effects of acute injury characteristics on neuropsychological status and vocational outcome following mild traumatic brain injury.,"Despite recent attempts to define acute injury characteristics of mild traumatic brain injury (MTBI), neuropsychological outcome is often unpredictable. One hundred MTBI cases were prospectively collected, which were consecutive referrals to a concussion clinic, and the roles of various acute neurologic variables were examined in relation to neuropsychological status and vocational outcome. Significant differences were found between subgroups of patients classified by (1) mechanism of injury (i.e. acceleration/deceleration trauma in which the head strikes an object (HSO) versus acceleration/deceleration trauma in which the head does not strike an object (HNSO) versus trauma in which an object strikes the head (OSH), and (2) type of injury (i.e. motor vehicle collision, fall, assault, motor vehicle-pedestrian collision, falling object, sports/recreation). There was no difference, with respect to neuropsychological status or vocational outcome, between patients who had positive findings on computerized tomography (CT) versus those who were CT negative. Additionally, there was no difference between patients who had suffered brief loss of consciousness (LOC) and those without LOC. These findings suggest that selective acute injury characteristics may be used to classify subtypes of MTBI patients."
brain injury,[Neuropsychological aspects of acquired diffuse brain injury in paediatric childhood].,"Introduction and development:
        
      
      Acquired brain injury is one of the most common causes of long-term disability in childhood and traumatisms are the most prevalent cause. Diffuse axonal injury is associated with poor neuropsychological outcome. In contrast to early focal lesions, young age confers no advantage in the outcome of severe diffuse brain injury. Plasticity is incomplete for structural and functional deficits in children. The traditional view of enhanced reorganization of function after localized brain injury it can't be applied in early severe diffuse brain injury. In the paediatric population where the central nervous system is in a rapid state of growth, developmental factors may mask the difficulties and deficits in certain skills may not be evident until that skill is expected to emerge at a certain age.
    


          Conclusion:
        
      
      Like in adults the neuropsychological domains more affected in childhood are psychomotor speed, memory, attention and executive functioning. In childhood neuropsychological deficits will affect learning and adaptive behaviour. Sometimes deficits will be cumulative over time."
brain injury,Assessing and treating veterans with traumatic brain injury.,"Conflicts in Iraq and Afghanistan have resulted in greater proportions of service members with traumatic brain injury than in prior conflicts. These brain injuries range from the mild (concussion) to severe, and have enormous implications for clinical practice with these soldiers. The highly stressful and dangerous context in which these injuries are sustained set them apart in significant ways from brain injuries seen in civilian settings. The associated emotional toll of the environment and comorbid injuries, often resulting from blast exposure, complicates the clinical picture. In this article, the authors describe the complex presentations in this population of traumatically brain injured combat veterans and illustrate with case vignettes."
brain injury,Utility of the UFOV test with mild traumatic brain injury.,"Driving skills are socially important, easily disrupted by brain injury, and potentially risky and difficult to evaluate afterward. The Useful Field of View test has seen successful use with severe traumatic brain injury (TBI), but its use with mild TBI victims has not been examined. This study shows its ecological insensitivity among persons with mild TBI or no impairment and suggests its use be limited to more severely impaired persons."
brain injury,Spontaneous facial expressivity in children with acquired brain injury.,"Objectives:
        
      
      To investigate spontaneous facial behavior during social interaction in children with acquired brain injury (ABI), and to explore possible links between ABI, facial expressivity, and caregiver-reported social competence.
    


          Design:
        
      
      Between-group comparisons using t tests, within-group comparisons using correlational analyses, correlational analyses of independent variables and outcome measures.
    


          Participants:
        
      
      Sixteen school-aged children with ABI and 32 normally developing children of comparable age and gender.
    


          Main outcome measure:
        
      
      Aspects of facial expressivity derived from coding scheme designed for this study.
    


          Results:
        
      
      Children with ABI were less expressive overall and tended to shift expressions less often than normally developing children. Several measures of expressivity were correlated with measures of social competence.
    


          Conclusions:
        
      
      Brain injury inhibits production of some aspects of spontaneous facial expression. Results are suggestive of links between facial behavior and social skills."
brain injury,Impaired awareness of behavioral limitations after traumatic brain injury.,"Sixty-four traumatically brain injured patients were divided into three groups. Patients in Group I overestimated their behavioral competencies. Patients in Group II showed behavioral ratings similar to relatives' reports concerning behavioral competencies. Patients in Group III underestimated their behavioral competencies. Group I patients had greater evidence of bilateral and multiple-site lesions than group II and III patients. Speed of left-hand finger tapping was also worse in Group I than groups II and III, but other standard neuropsychologic test findings failed to separate the groups. Specific brain lesion sites were not related to group membership. Impaired awareness of behavioral limitations after traumatic brain injury may be related to neuropsychologic changes not measured by standard tests. Bilateral impairment of heteromodal cortex may be important to this phenomenon when it exists several months or years postinjury."
brain injury,Criterion validity of the California Verbal Learning Test-Second Edition (CVLT-II) after traumatic brain injury.,"The California Verbal Learning Test-Second Edition (CVLT-II) was performed by 200 participants, divided into moderate-severe traumatic brain injury (n=43), mild traumatic brain injury (n=57) and demographically matched control (n=100) groups. Participants with complicating premorbid histories or who scored below 15/16 on the CVLT-II forced choice recognition trial were excluded. There were statistically significant (p<.0001) effects of group status on the CVLT-II total recall discriminability and recognition discriminability indices. Logistic regression revealed that, in the classification of control versus moderate-severe traumatic brain injury, CVLT-II variables were accurate 66-71% overall, but false positive rates ranged from 49 to 54%. In conclusion, average scores on the CVLT-II differ meaningfully between patients with various degrees of severity of traumatic brain injury and controls, but this test should not be used in isolation to determine the presence or absence of acquired memory impairment."
brain injury,Critical care management of head trauma in children.,"Trauma is the leading cause of both morbidity and mortality in the pediatric population, and traumatic injury causes > 50% of all childhood deaths. Significant mortality rates have been reported for children with traumatic brain injury. Although children have better survival rates as compared with adults with traumatic brain injury, the long-term sequelae and consequences are often more devastating in children due to their age and developmental potential. The costs involved in the care of a child with severe traumatic brain injury, extended over that child's lifetime, are significant. It is unfortunate that despite preventive measures, traumatic brain injury remains the major morbidity and mortality factor for children."
brain injury,Critical issues in interviewing people with traumatic brain injury.,"People with cognitive impairments often cannot effectively recall and articulate experiences, feelings, and perceptions. Therefore, interviewing them can be fraught with pragmatic and methodological difficulties. Given this situation, the authors' experience in a study on the allocation of rehabilitative services to survivors of traumatic brain injury is discussed. Participants had physiological impairments affecting their ability to focus on interview questions. The authors discuss the unique challenges, including participants' recall of events, intolerance to stimuli, and image management and offer strategies for mitigating these concerns. The traditional view that reality is captured only in the subjective accounts of articulate people who can remember events in a precise and reflective manner is challenged."
brain injury,"The epidemiology of mild, uncomplicated brain injury.","Mild brain injury accounts for a substantial proportion of all persons admitted to a hospital for brain trauma, yet the amount of information on the epidemiology of this problem is quite sparse. Data on mild brain injuries for San Diego County residents injured in 1981 were analyzed for incidence, external cause, prehospital factors, diagnoses, alcohol use, and in-hospital treatment costs. More than 80% of all San Diego County residents hospitalized for an acute brain injury had a mild uncomplicated brain injury: a rate of 130.8 per 100,000 per year. Three quarters of these had an ER Glasgow Coma Scale of 15. Rates are twice as high for males compared to females, with peak occurrence for males at ages 15-19 years. More than 40% of mild brain injuries are caused by motor-vehicle-related events. The most common diagnosis was concussion (80%) or other intracranial injury (14%). Median length of hospital stay was 2-3 days and depended on brain injury diagnosis or Glasgow Coma Scale. Although less than 30% of those aged 15 years and older were blood tested for alcohol, two thirds of those tested had a level of 100 mg% or higher. In-hospital treatment costs for concussion or other mild intracranial injury for San Diego County residents exceeded six million dollars in 1981."
brain injury,"Effect of type of cue, type of response, time delay and two different ongoing tasks on prospective memory functioning after acquired brain injury.","Failures of prospective memory (PM) are one of the most frequent, and least studied, sequelae of brain injury. PM, also referred to as memory for intentions, is the ability to remember to carry out a future task. Successful completion of a PM task requires the ability to monitor time, keep the action to be performed periodically in awareness, remember the task to be performed, and initiate the action. Although PM has been shown to be a common difficulty after brain injury, it remains unknown which aspects of performance are impaired. In this study, the performance of 25 individuals with brain injury and that of 25 healthy participants were measured separately on the following variables: time until completion of the task, difficulty of the ongoing task being performed while waiting, whether the task to be performed is an action or is verbal, and whether the cue to perform the task is the passing of a particular amount of time (e.g., 10 minutes) or is an external cue (e.g., an alarm sounding). Individuals with brain injury demonstrated impairment compared to healthy adults on virtually all variables. PM performance was also compared to a battery of standard neuropsychological measures of attention, memory, and executive functions, and to self-report measures of PM functioning, in order to determine the underlying cognitive deficits responsible for poor PM performance, if any. PM performance was correlated with measures of executive functioning but not to self-report measures of PM functioning. Implications are discussed in terms of cognitive rehabilitation recommendations."
brain injury,Hypothermia for brain protection in the non-cardiac arrest patient.,"This review focuses on the potential application of hypothermia in adults suffering traumatic brain injury (TBI). Hypothermia is neuroprotective, reducing the damaging effects of trauma to the brain in a variety of experimental situations, such as brain ischemia and brain injury, but it has failed to demonstrate outcome improvement in a major controlled, randomized trial. The evidence for the use of hypothermia as a protective procedure is scarce and contradictory. However, evidence does suggest that hypothermia is effective in reducing intracranial hypertension after head injury. Since hypothermia has important side effects, further work is necessary before introducing this procedure into clinical practice for TBI."
brain injury,Paroxysmal sympathetic hyperactivity in pediatric traumatic brain injury: A case series of four patients.,"Paroxysmal sympathetic hyperactivity (PSH) is a condition in which there is extreme autonomic dysregulation leading to multiple episodes of sympathetic hyperactivity. Its occurrence after traumatic brain injury (TBI) in pediatric population is a neglected scenario. In our series, all pediatric patients with moderate and severe head injuries were studied and those patients who developed PSH were monitored for the PSH episodes. Four children out of 36 cases of pediatric severe traumatic brain injury developed features of PSH. Admission GCS of 3 children were 4/15 and 1 child was 6/15 and each of them had an ICU stay of more than 2 weeks and a poor DRS score at discharge. The presence of PSH is known to produce poorer outcome in terms of overall mortality, time needed for recovery, chances of developing infections, etc. which was also seen in these cases presented here. Though some studies have provided guidelines for the management of PSH like symptomatic management and use of drugs like clonidine, bromocriptine, benzodiazepines, and gabapentin, strict management guidelines are not established and exact incidence in pediatric population is not determined."
brain injury,Mechanisms of brain injury related to mathematical modelling and epidemiological data.,"Measurements of the frequency response of head impact points on the exterior and the interior of a car were used to characterize the dynamic behavior of the object that was struck. These points were then arranged in a hierarchy of increasing stiffness. Thirty-two cases in which the distribution of injury to the brain had been recorded were grouped according to the stiffness of the object struck and by the location of the impact on the head. The distribution of the brain lesions were determined for each class of stiffness and location of impact. Three probable mechanisms of brain injury were distinguished: relative motion between the brain and the skull, local bone deformation, and intracerebral stresses. Each mechanism was related to a range of stiffness and natural frequency of the structure impacted. These theories of brain injury mechanisms are consistent with observed epidemiological data and with conclusions drawn from mathematical modelling."
brain injury,"[Serious brain injury and public health, epidemiologic and financial considerations, comprehensive management and care].","The management of persons with traumatic brain injury affects a large spectrum of interventions from acute phase to the hospital discharge and the return to community. The incidence of brain injuries on mortality and morbidity constitutes a serious problem in front of the Health Administration. The traffic accidents remain the main cause but the falls in elderly are increasing. In the both cases preventive measures can be efficiency. In France, each year, there are about 150,000 new cases, 8000 of them will be dead and 4000 with coma. It is likely that 30,000 persons are living to day with important sequela of a brain injury. The management requires various types of interventions, each of them with specific and specialized techniques. It is necessary to have an overview of the problem and to work together in a comprehensive network. So French Health Ministry has just published an official note to precise some directives and co-ordination of the different interventions."
brain injury,Severe traumatic brain injury from unmotorized scooter.,"The popularity and use of unmotorized, foot-propelled scooters has risen dramatically in the last few years. Increasing reports of traumatic injuries from these scooters have paralleled their commercial sales and success in this country and worldwide. We report a case of a previously healthy 48-year-old woman who suffered a severe traumatic brain injury while riding one of these scooters, resulting in a devastating neurologic outcome and permanent vegetative state. This case emphasizes the importance of public awareness regarding the potential dangers and the need for appropriate precautions and protective gear when riding these recreational devices."
brain injury,Interpreting the trail making test following traumatic brain injury: comparison of traditional time scores and derived indices.,"The purpose of this study was to examine the clinical application of traditional time scores and various derived indices from the Trail Making Test (TMT) in a sample of 571 patients with acute traumatic brain injury (TBI). Participants were classified into four injury severity groups. A clear linear relation between injury severity and TMT performance was demonstrated, with the more severely brain injured patients performing more poorly on most measures. Hierarchical logistic regression analysis of TMT time scores across binary extreme groups based on injury severity resulted in high classification rates for patients with very mild TBI (93.0% correctly classified) and low classification rates for patients with moderate to severe TBI (50.0% correctly classified). However, TMT derived indices did not provide a unique contribution to test interpretation beyond what is already available from Part A and B separately."
brain injury,Traumatic brain injury in children.,"Traumatic brain injury (TBI) is the most common cause of death and disability among children and young adults. TBI consists of both primary injury and a secondary injury resulting from hypoxia, arterial hypotension, and elevated intracranial pressure. Improved outcomes from pediatric TBI have resulted from improved primary recognition and treatment strategies. Treatment and assessment aimed specifically toward the immature brain can improve both functional outcome and long-term psychosocial impairment."
